CO2 (g/s),CO (g/s),HC (g/s),NOx (g/s),vel (mph),fuel (g/s),engine (rpm),elevation (m),phase_num
47.275599,0.09507,0.002046,0.869799,54.8709,19.795,1377.1,487.4,1
47.157057,0.096928,0.002101,0.864467,55.3417,19.795,1370.2,487.4,1
46.920215,0.099269,0.002113,0.855709,54.8648,19.795,1366.825,487.4,1
46.722452,0.101201,0.002142,0.850858,54.5176,19.836,1363.325,487.4,1
46.547316,0.104243,0.002137,0.839304,54.9762,19.877,1355.9,487.4,1
46.510902,0.108446,0.002115,0.82906,54.7468,19.877,1356.2,487.4,1
46.49194,0.114877,0.002179,0.817917,54.499,19.877,1353.925,487.4,1
46.449962,0.121119,0.00221,0.810149,55.1497,19.877,1352.8,487.4,1
46.433586,0.130067,0.002226,0.809397,54.9512,19.877,1351.6,487.4,1
46.508566,0.136025,0.002223,0.812559,54.97,19.877,1350.65,487.4,1
46.767687,0.143277,0.002204,0.810247,55.5337,19.877,1353.9,487.4,1
46.87241,0.147164,0.002156,0.813709,55.2799,19.877,1357.05,487.4,1
47.073191,0.149779,0.002219,0.82245,55.2673,19.877,1362.275,487.4,1
47.319949,0.150355,0.002185,0.844858,55.1681,19.877,1367.7,487.4,1
47.613946,0.148478,0.002183,0.860549,55.5648,19.877,1372.1,487.4,1
47.897037,0.142259,0.002189,0.873187,55.2055,19.877,1378.6,487.4,1
48.134056,0.134711,0.00222,0.882762,56.0481,19.877,1383.675,487.4,1
48.369847,0.129251,0.002237,0.885498,56.0977,19.877,1390.425,487.4,1
48.610522,0.121273,0.002265,0.892176,56.0853,19.877,1398.5,487.4,1
48.901075,0.115192,0.002289,0.891361,56.7361,19.877,1402.475,487.4,1
49.273681,0.107865,0.002312,0.895942,56.6678,19.877,1408.8,487.4,1
49.493328,0.102478,0.002284,0.897335,56.6306,19.877,1414.2,487.4,1
49.774657,0.098075,0.002344,0.90331,57.3929,19.877,1420.075,487.4,1
50.048629,0.095685,0.002426,0.910872,57.1078,19.877,1426.55,487.4,1
50.298649,0.093528,0.002376,0.918239,57.4919,19.877,1431.45,487.4,1
50.394448,0.091482,0.002397,0.919477,58.062,19.877,1437.05,487.4,1
50.680184,0.090138,0.00236,0.922402,58.1736,19.877,1441.625,487.4,1
50.904122,0.089721,0.002428,0.923366,58.7128,19.877,1446.325,487.4,1
51.195251,0.088581,0.002473,0.923523,58.595,19.877,1453.975,487.4,1
51.561296,0.087395,0.002484,0.927703,59.2331,19.877,1460.65,487.4,1
51.808798,0.085189,0.00243,0.933837,59.2517,19.877,1463.45,487.4,1
52.049452,0.082972,0.002438,0.93326,59.3261,19.877,1468.5,487.4,1
52.452018,0.080757,0.002456,0.932829,58.5949,19.877,1473.3,487.4,1
52.701515,0.078723,0.002447,0.935022,58.1735,19.877,1482.55,487.4,1
52.666642,0.076255,0.002415,0.935355,59.3819,19.877,1492.525,487.4,1
51.514911,0.0735,0.002297,0.934045,58.9915,19.877,1504.775,487.4,1
47.363259,0.070215,0.002092,0.935878,59.5679,19.877,1514.175,487.4,1
41.221154,0.067954,0.002057,0.942502,60.8569,19.877,1526.875,487.4,1
34.044732,0.064636,0.002127,0.882776,61.1108,19.877,1535.925,487.4,1
29.292329,0.060585,0.002195,0.518264,61.5754,19.877,1529.375,487.4,1
26.405748,0.053085,0.002138,0.197981,61.5321,19.877,1513.825,487.4,1
26.828921,0.04591,0.002128,0.172828,59.5987,19.877,1501.5,487.4,1
29.691463,0.04125,0.002248,0.292808,59.2641,19.877,1495.2,487.4,1
33.794644,0.048269,0.002389,0.438641,59.7414,19.877,1494.175,487.4,1
38.225128,0.081523,0.002452,0.599437,59.4375,19.877,1497.075,487.4,1
42.605283,0.129113,0.002431,0.747057,59.9643,19.877,1505.2,487.4,1
45.570185,0.172184,0.00233,0.865464,58.3719,19.877,1512.7,487.4,1
47.803807,0.191388,0.002264,0.913509,59.7724,19.877,1517.075,487.4,1
49.421331,0.183279,0.002199,0.934142,60.677,19.877,1520.475,487.4,1
50.542898,0.160094,0.002218,0.948653,61.0115,19.877,1520.825,487.4,1
51.145831,0.133691,0.002207,0.95606,60.8816,19.877,1520.925,487.4,1
51.653314,0.112899,0.002202,0.927314,60.6831,19.877,1521.475,487.4,1
52.092102,0.097373,0.002269,0.900568,60.2805,20.6805,1524.375,487.4,1
52.428161,0.087196,0.002276,0.887528,60.0016,21.484,1521.1,487.4,1
52.5498,0.082972,0.002262,0.872082,60.5967,21.484,1522.65,487.4,1
52.861506,0.081853,0.002285,0.869796,60.6089,21.484,1521.275,487.4,1
53.099495,0.081684,0.002249,0.87379,60.4169,21.484,1518.4,487.4,1
53.092985,0.081399,0.002213,0.873354,60.429,21.484,1516.85,487.4,1
52.93611,0.079873,0.002149,0.886018,60.8629,21.484,1516.65,487.4,1
52.970176,0.078795,0.002175,0.90897,60.4538,21.3775,1514.75,487.4,1
53.01753,0.076578,0.00213,0.922289,59.4997,21.271,1512.875,487.4,1
53.018207,0.072949,0.002091,0.925956,59.5614,21.271,1508.475,487.4,1
53.038989,0.069433,0.002057,0.92496,59.8839,21.271,1504.5,487.4,1
52.843046,0.066587,0.002067,0.919054,60.0451,21.271,1501.65,487.4,1
52.625883,0.065682,0.00207,0.921212,59.3137,21.271,1498.2,487.4,1
52.442362,0.065724,0.002079,0.924212,59.5864,21.271,1491.325,487.4,1
52.169952,0.065852,0.002071,0.919413,59.4747,21.271,1486.7,487.4,1
51.770975,0.066263,0.002038,0.91562,58.9852,21.271,1480.25,487.4,1
51.561535,0.068004,0.002049,0.916873,59.1774,21.0905,1475.5,487.4,1
51.352421,0.068085,0.002085,0.917215,58.8676,20.91,1469.55,487.4,1
51.12073,0.068036,0.002064,0.917649,58.2974,20.91,1466.725,487.4,1
50.898298,0.068712,0.002051,0.920078,58.3843,20.91,1461.85,487.4,1
50.822813,0.070463,0.002015,0.91492,58.1736,20.91,1458.45,487.4,1
50.669102,0.073488,0.002014,0.902111,58.849,20.91,1455.025,487.4,1
50.531174,0.07594,0.002051,0.902511,58.3532,20.91,1453.3,487.4,1
50.537147,0.079196,0.002078,0.90834,58.5639,20.91,1451.825,487.4,1
50.486103,0.081004,0.002103,0.912725,58.595,20.91,1450.675,487.4,1
50.439333,0.082261,0.002097,0.914377,58.3098,20.91,1450.825,487.4,1
50.335355,0.082536,0.002067,0.912346,58.3656,20.91,1449.05,487.4,1
50.168382,0.083108,0.002154,0.913374,58.5454,20.91,1448.65,487.4,1
50.17426,0.084077,0.002203,0.910096,57.9568,20.91,1445.425,487.4,1
49.964047,0.085659,0.002176,0.910379,58.3225,20.91,1442.875,487.4,1
49.666052,0.087242,0.002191,0.908086,58.1239,20.91,1441,487.4,1
49.595779,0.088918,0.002194,0.906098,58.0435,20.7295,1438.075,487.4,1
49.444582,0.089675,0.002199,0.899973,57.5045,20.549,1434.075,487.4,1
49.19323,0.091301,0.002255,0.90169,57.1449,20.549,1427.9,487.4,1
49.071754,0.091429,0.002217,0.901769,56.7114,20.549,1423.375,487.4,1
48.652349,0.091603,0.002187,0.897152,56.7793,20.549,1416.95,487.4,1
48.298833,0.091684,0.002157,0.887784,55.9117,20.385,1409.2,487.4,1
48.072812,0.092076,0.002154,0.881865,55.8685,20.221,1403,487.4,1
47.862938,0.093747,0.002268,0.877888,55.8932,20.221,1396.175,487.4,1
47.490491,0.095997,0.002269,0.871327,54.8646,20.1358,1390.7,487.4,1
47.173793,0.098163,0.002218,0.874916,54.9389,20.008,1384.725,487.4,1
46.815244,0.101081,0.002178,0.873873,55.0072,20.008,1380.475,530.17,1
46.492312,0.103276,0.002203,0.864202,55.5402,19.8275,1374.175,548.5,1
46.162299,0.107488,0.002259,0.849685,55.2615,19.647,1367.95,548.5,1
45.941302,0.111706,0.002308,0.83034,54.5364,19.647,1361.85,548.5,1
45.6519,0.117878,0.002251,0.81988,53.9412,19.647,1355.7,548.5,1
45.551701,0.124662,0.002222,0.812688,54.5051,19.647,1349,548.5,1
45.287242,0.13356,0.002241,0.804606,54.1828,19.647,1342.325,548.5,1
44.945305,0.141521,0.002225,0.802718,54.5176,19.647,1335.925,548.5,1
44.703969,0.149818,0.00226,0.801402,53.6562,19.647,1329.175,548.5,1
44.436027,0.157069,0.00214,0.802105,53.904,19.647,1322.25,548.5,1
43.627887,0.162105,0.002049,0.800263,53.1731,19.647,1315.75,555.01,1
42.157856,0.16488,0.001967,0.806924,53.105,19.647,1310.025,557.8,1
39.259977,0.167502,0.001999,0.823566,52.4478,19.647,1303.925,557.8,1
37.875108,0.167785,0.002006,0.819163,52.5842,19.647,1297.175,557.8,1
38.429937,0.164222,0.002195,0.60851,51.5187,19.647,1376.3,560.67,1
40.817773,0.159962,0.002223,0.407148,51.438,9.8235,1808.85,561.9,1
43.96796,0.16059,0.002207,0.619822,50.8988,0,1679.275,563.51,1
46.28569,0.168176,0.002226,0.84589,50.5146,0,1674.65,564.2,1
48.299835,0.172905,0.002133,0.965358,50.6384,10.66,1668.375,565.67,1
49.745196,0.167562,0.002037,1.002363,50.1673,21.32,1662.8,566.3,1
50.833637,0.147648,0.002042,1.006685,50.2605,21.32,1657.375,567.77,1
51.60419,0.126708,0.002086,1.002501,49.7462,21.32,1654.725,568.4,1
52.242826,0.104817,0.002079,1.003328,49.5666,21.32,1653.825,569.8,1
52.638208,0.088998,0.002063,1.000255,49.703,21.32,1647.925,570.4,1
52.840153,0.077389,0.002042,0.996258,49.6411,21.32,1645.55,571.66,1
52.866612,0.069876,0.00208,0.996532,48.8664,21.32,1643,572.2,1
52.788625,0.0645,0.002038,1.005761,49.0399,21.32,1640.425,573.53,1
52.826952,0.061183,0.002046,1.008315,48.7858,21.32,1639.425,574.1,1
52.829446,0.058928,0.002096,1.00764,48.7424,21.328,1634.55,575.36,1
52.829138,0.056917,0.002067,0.995813,48.7796,21.287,1630.975,575.9,1
52.757669,0.05562,0.002064,0.99003,48.9096,21.238,1624.95,577.16,1
52.706539,0.055248,0.002012,0.984741,49.0213,21.238,1622.375,577.7,1
52.658537,0.055261,0.002064,0.983419,48.4077,21.238,1617.575,579.1,1
52.575657,0.055239,0.002136,0.981742,48.2033,21.238,1615.525,579.7,1
52.733105,0.055158,0.002136,0.975902,48.2652,21.238,1611.925,581.1,1
52.843818,0.055158,0.002141,0.977463,48.5129,21.238,1613.425,581.7,1
52.696865,0.055159,0.002128,0.976455,48.538,21.238,1612.075,583.03,1
52.58924,0.05519,0.002118,0.976664,48.4076,21.238,1606.825,583.6,1
52.600075,0.055439,0.002177,0.973579,47.6146,21.238,1603.4,585,1
52.5241,0.055621,0.002188,0.97123,47.4101,21.238,1598.925,585.6,1
52.420391,0.056292,0.002239,0.96118,47.8748,21.238,1595.15,587.07,1
52.288733,0.057902,0.002282,0.96239,47.0011,21.238,1591.175,587.7,1
52.24121,0.058042,0.002203,0.972131,47.2179,21.238,1590.1,589.17,1
52.260647,0.058076,0.002272,0.971701,47.7695,21.238,1589.25,589.8,1
52.201905,0.058091,0.00232,0.970406,47.3916,21.238,1583.725,591.2,1
52.135306,0.058179,0.002361,0.966474,47.8687,21.148,1582.55,591.8,1
52.134751,0.058305,0.002343,0.963105,47.8749,21.058,1580.575,593.13,1
52.146877,0.058666,0.002382,0.964998,47.4845,21.058,1578.9,593.7,1
52.106556,0.058829,0.002386,0.953528,47.0196,21.058,1576.125,595.1,1
52.005301,0.058813,0.002446,0.944903,46.586,21.058,1571.825,595.7,1
52.024309,0.058844,0.002499,0.943759,47.026,21.058,1566.575,597.03,1
52.11587,0.059757,0.002357,0.929645,46.9886,21.058,1565.4,597.6,1
52.058024,0.062728,0.002404,0.917351,46.4373,21.058,1562.925,598.93,1
51.894969,0.06744,0.002493,0.906773,46.1275,21.238,1558.775,599.5,1
51.859833,0.071875,0.002588,0.896685,45.0306,21.418,1554.925,600.83,1
51.843585,0.077481,0.002602,0.896708,46.4807,21.418,1550.325,601.4,1
51.734734,0.080982,0.002584,0.901034,46.6727,21.418,1546.45,602.73,1
51.642426,0.084258,0.002529,0.905997,46.5239,21.525,1540.85,603.3,1
51.822221,0.085967,0.002507,0.924524,45.7804,21.632,1530.625,604.56,1
51.934476,0.086164,0.002576,0.93395,45.452,21.632,1524.075,605.1,1
51.644976,0.083937,0.002648,0.930833,45.7183,21.632,1516.325,606.71,1
51.287361,0.08225,0.002672,0.936589,44.9128,21.632,1508.575,607.4,1
51.254064,0.080171,0.002632,0.937141,45.1608,21.632,1497.2,608.94,1
51.173344,0.077461,0.002555,0.932427,44.634,21.632,1493.475,609.6,1
51.048084,0.07608,0.002476,0.922857,44.665,21.632,1488.95,611,1
51.042615,0.073649,0.002468,0.919631,44.3491,21.476,1485.725,611.6,1
51.02719,0.07145,0.002393,0.918385,44.3056,21.32,1481,612.93,1
50.69052,0.069903,0.002303,0.914245,42.9981,21.32,1479.05,613.5,1
50.336045,0.0693,0.002268,0.916405,44.0888,21.32,1476.075,614.76,1
50.323328,0.069513,0.002249,0.919486,44.132,21.32,1473.35,615.3,1
50.399072,0.069628,0.002254,0.915092,44.2994,21.32,1467.825,616.7,1
50.483822,0.069346,0.002257,0.906698,43.8966,21.32,1464.95,617.3,1
50.390694,0.069073,0.0022,0.912718,43.7974,21.32,1464.975,618.63,1
50.291364,0.069266,0.002163,0.914851,43.9647,20.992,1464.625,619.2,1
50.351872,0.069476,0.00217,0.916937,44.0206,20.664,1467.275,620.74,1
50.451322,0.069653,0.002126,0.914786,44.0144,20.8445,1467.85,621.4,1
50.567742,0.069537,0.002149,0.912211,43.494,21.025,1469.475,622.66,1
50.752713,0.06948,0.002153,0.914514,44.0949,20.9185,1471.825,623.2,1
50.950634,0.069539,0.002112,0.910475,44.3862,20.9675,1474.25,624.18,1
51.140686,0.067918,0.002098,0.911083,44.0452,21.0655,1477.975,624.6,1
51.300743,0.067412,0.002084,0.912771,44.4481,21.1475,1488.7,625.51,1
51.437297,0.067329,0.002114,0.924949,44.8323,21.328,1497.15,625.9,1
51.532537,0.066852,0.002126,0.926019,45.0679,21.4755,1511.425,626.53,1
51.727791,0.06507,0.002045,0.925027,45.6752,21.582,1526.025,626.8,1
51.989694,0.064916,0.001995,0.923143,45.7679,21.582,1547.05,627.29,1
51.994333,0.063209,0.002015,0.92686,46.4621,21.582,1563.675,627.5,1
51.996727,0.061067,0.001992,0.936189,47.4472,21.582,1588.425,627.71,1
52.10506,0.058748,0.002001,0.956439,47.9556,21.582,1613.675,627.8,1
52.079906,0.056468,0.001962,0.969521,49.1141,21.582,1637.65,627.87,1
52.176198,0.053158,0.001991,0.971117,49.9385,21.582,1662.6,627.9,1
52.213288,0.052347,0.002004,0.973163,50.3782,21.484,1686.675,627.83,1
52.285775,0.050471,0.002042,0.970821,51.0475,21.386,1707.075,627.8,1
52.388049,0.048292,0.002041,0.982508,51.7228,21.517,1728.825,627.8,1
52.420312,0.046702,0.002052,0.982262,52.6338,21.648,1753.7,627.8,1
52.508146,0.04477,0.00207,0.9748,52.4727,21.648,1772.625,627.8,1
52.636472,0.042374,0.002125,0.982074,53.6872,21.648,1798.15,627.8,1
52.712522,0.041444,0.002233,0.969074,53.9907,21.648,1825.625,627.94,1
52.893898,0.041161,0.002299,0.95206,54.4369,21.648,1846,628,1
53.030783,0.040882,0.002362,0.950616,53.8234,21.648,1866.35,627.93,1
53.2592,0.040948,0.002306,0.946731,55.7136,21.64,1883.675,627.9,1
53.475659,0.042975,0.002386,0.945345,55.8871,21.632,1900.125,627.97,1
53.557115,0.044147,0.00242,0.94533,55.4719,21.7795,1909.6,628,1
53.408062,0.044416,0.002382,0.959209,55.0257,21.845,1910.625,628.21,1
53.259219,0.044569,0.002387,0.970925,55.187,21.8365,1906.05,628.3,1
53.258381,0.043797,0.002401,0.979845,55.2426,21.91,1893.425,629.07,1
53.313086,0.041611,0.002362,0.973266,55.1557,21.91,1886.7,629.4,1
53.243764,0.039681,0.00246,0.96621,55.8189,21.82,1885.425,629.96,1
53.285738,0.03905,0.002462,0.963517,55.9118,21.6725,1887.575,630.2,1
53.381211,0.037992,0.002443,0.965962,55.4472,21.615,1889.8,631.53,1
53.28991,0.037178,0.002535,0.965771,55.9243,21.615,1893.55,632.1,1
53.424529,0.037108,0.002489,0.966949,56.1596,21.615,1897.2,633.08,1
53.629864,0.037208,0.002613,0.965334,55.8436,21.7545,1902.925,633.5,1
53.537038,0.036087,0.002618,0.968076,55.9119,21.894,1911.725,634.27,1
53.448074,0.035475,0.002636,0.976526,55.8871,21.8285,1915.975,634.6,1
53.563638,0.035545,0.002667,0.975161,56.1226,21.763,1927.7,635.3,1
53.709754,0.035646,0.002676,0.973858,57.5352,21.8285,1938.325,635.6,1
53.811194,0.035516,0.002745,0.97811,56.5873,21.8695,1945.85,636.09,1
53.804349,0.035397,0.002841,0.983136,57.8699,21.845,1958.425,636.3,1
53.788848,0.035475,0.00282,0.991571,58.1054,21.927,1968,636.86,1
53.863892,0.035612,0.002886,1.002798,58.3657,22.009,1980.575,637.1,1
53.790858,0.035759,0.002881,1.00747,58.8181,21.7385,1990.65,637.38,1
53.819112,0.035753,0.002929,1.009728,59.1525,21.468,2008.7,637.5,1
53.823013,0.035699,0.002925,1.015397,59.9025,21.468,2023.375,637.71,1
53.605631,0.035764,0.00291,1.018978,60.1688,21.599,2036.65,637.8,1
53.388042,0.035746,0.002909,1.024586,60.3114,21.73,2049.675,637.94,1
53.122237,0.035738,0.002923,1.025347,61.7552,21.615,2063.9,638,1
52.789027,0.035076,0.002922,1.027476,61.8978,21.5,2076.325,638,1
52.515614,0.034148,0.002975,1.026507,61.5384,21.172,2088.55,638,1
52.031041,0.034159,0.003018,1.024532,60.8878,20.844,2095.375,638.21,1
51.646906,0.034059,0.00296,1.022478,61.4639,20.844,2101.675,638.3,1
51.376682,0.033716,0.003001,1.011933,62.4307,21.1475,2107.95,638.72,1
51.068855,0.032479,0.003004,0.982483,61.7863,21.451,2112.2,638.9,1
50.420485,0.03197,0.003049,0.966404,62.7033,21.451,2115.225,639.46,1
49.499332,0.031941,0.003058,0.957571,62.7034,21.451,2118.95,639.7,1
48.516264,0.032325,0.003028,0.951752,61.9783,19.811,2121.175,640.33,1
47.544674,0.033324,0.002993,0.938341,61.6685,19.4995,2122.65,640.6,1
45.975793,0.033713,0.002959,0.930538,60.9248,20.828,2130.15,641.02,1
44.092096,0.0337,0.002921,0.929311,62.2882,20.828,2133.65,641.2,1
41.222476,0.032335,0.002842,0.918343,61.8667,17.9415,2136.225,641.83,1
37.589732,0.031637,0.002837,0.884786,60.7452,16.6215,2139.5,642.1,1
33.597667,0.028857,0.002681,0.778415,61.2283,18.188,2143.425,642.59,1
30.057853,0.026908,0.002574,0.559065,62.4863,18.188,2142.975,642.8,1
27.001947,0.024572,0.002508,0.411443,61.9413,18.188,2136.375,643.01,1
25.159006,0.023269,0.002441,0.344586,62.6536,13.325,2131.7,643.1,1
23.6825,0.021682,0.00242,0.28833,62.4738,8.2457,2128.225,643.38,1
22.84065,0.02158,0.002351,0.306422,61.9099,7.741,2125.775,643.5,1
21.932974,0.021575,0.00232,0.347018,60.9002,7.741,2127.475,643.36,1
21.404855,0.021651,0.002342,0.35418,62.04,7.9247,2129.175,643.3,1
21.456675,0.021592,0.002337,0.335487,62.251,9.414,2130.725,643.02,1
22.140242,0.021511,0.002399,0.302565,61.3092,8.881,2129.7,642.9,1
23.217802,0.021444,0.002392,0.277004,62.1579,8.512,2130.95,642.76,1
23.722325,0.021915,0.002339,0.354868,63.2301,8.512,2136.125,642.7,1
23.179593,0.023902,0.002295,0.507723,62.939,11.546,2154.025,642.28,1
22.048362,0.025593,0.002263,0.461719,65.0521,14.2192,2168.75,642.1,1
20.499076,0.027048,0.002247,0.347078,64.3329,10.972,2178.925,641.4,1
19.215709,0.027499,0.002198,0.274142,64.866,10.972,2192.525,641.1,1
16.505627,0.027258,0.002166,0.230538,64.0915,8.515,2209.025,640.19,1
14.099767,0.02692,0.002339,0.197252,66.2413,6.6255,2227.65,639.8,1
10.622325,0.026817,0.002415,0.152447,66.8305,5.789,2246.525,638.33,1
8.305661,0.026839,0.002288,0.08991,67.6916,5.789,2260.075,637.7,1
6.061678,0.026889,0.002118,0.03681,67.5119,5.789,2278.925,636.3,1
4.537889,0.024747,0.001852,0.014362,68.5217,5.789,2294.525,635.7,1
3.210909,0.021068,0.001749,0.007875,66.223,5.2101,2307.35,633.32,1
2.386119,0.017015,0.00168,0.005697,65.5413,0,2317.925,632.3,1
1.791012,0.01292,0.00159,0.004624,67.9517,0,2325.675,630.48,1
1.464336,0.011068,0.0014,0.003983,67.8527,0,2326.1,629.7,1
1.168242,0.00953,0.001326,0.003553,67.2579,0,2325.35,628.44,1
1.008093,0.007284,0.001263,0.003301,67.0781,0,2318.7,627.9,1
0.854215,0.005921,0.001295,0.003026,67.7596,0,2310.825,627.2,1
0.753786,0.005276,0.00129,0.00286,66.6816,0,2295.65,626.9,1
0.688536,0.003759,0.001244,0.003257,66.3159,0,2278.55,626.69,1
0.650871,0.003433,0.001239,0.002997,65.6839,0,2259.975,626.6,1
0.601964,0.003425,0.001165,0.002526,64.6366,0,2175.375,626.95,1
0.568188,0.003453,0.001119,0.002342,61.7986,0,2065.375,627.1,1
0.536514,0.003468,0.001016,0.002252,58.9172,0,1937.625,627.1,1
0.494067,0.003407,0.000873,0.002172,53.9415,0,1784.2,627.1,1
0.479189,0.00325,0.000738,0.002107,49.6099,0,1466.8,627.1,1
0.5103,0.003077,0.000616,0.002069,44.5473,0,1089.575,627.1,1
0.61009,0.002789,0.000555,0.002031,39.0692,0,778.15,627.24,1
0.748256,0.00271,0.000632,0.002773,33.1889,0.1834,596.825,627.3,1
0.923425,0.00265,0.000721,0.012508,26.1806,0.2571,598.725,627.23,1
1.040042,0.002637,0.000861,0.024991,20.5293,0.213,599.35,627.2,1
1.179459,0.002661,0.001003,0.030141,15.5906,0.213,600.15,627.2,1
1.251705,0.003832,0.001108,0.03268,11.7425,0.213,599.1,627.2,1
1.309712,0.005262,0.001228,0.03412,9.4126,0.213,599.65,627.27,1
1.355595,0.006544,0.001239,0.034202,6.9403,0.213,599.825,627.3,1
1.403915,0.006827,0.00123,0.033918,4.6412,0.213,599.35,627.3,1
1.432999,0.007102,0.00125,0.034178,2.962,0.213,599.925,627.3,1
1.426083,0.007285,0.001204,0.034301,0.4213,0.213,599.5,627.37,1
1.414522,0.008616,0.001177,0.034261,0,0.213,599.975,627.4,1
1.431088,0.010007,0.001153,0.034067,0,0.213,599.625,627.4,1
1.446073,0.010873,0.001097,0.034075,0,0.213,599.9,627.4,1
1.470596,0.010844,0.001109,0.03479,0,0.213,599.975,627.61,1
1.503531,0.010728,0.001069,0.034785,0,0.213,599.55,627.7,1
1.507865,0.010627,0.001058,0.03511,0,0.213,599.875,627.98,1
1.50558,0.010516,0.001116,0.036129,0,0.3016,599.425,628.1,1
1.465538,0.010419,0.001057,0.038512,0,0.213,600.1,628.24,1
1.456084,0.010397,0.00101,0.037445,0,0.213,599.85,628.3,1
1.489973,0.010371,0.000955,0.036449,0,0.213,599.825,628.3,1
1.490237,0.010351,0.000973,0.035154,0,0.213,600.2,628.3,1
1.522088,0.010088,0.00096,0.034672,0,0.213,599.825,628.51,1
1.508398,0.010057,0.000945,0.035599,0,0.213,600.125,628.6,1
1.485744,0.010383,0.000924,0.035689,0,0.213,600.1,628.81,1
1.481372,0.010362,0.000874,0.035757,0,0.213,600.425,628.9,1
1.491054,0.010403,0.000867,0.035645,0,0.213,600,629.11,1
1.498925,0.010438,0.000831,0.035786,0,0.213,599.925,629.2,1
1.505873,0.010457,0.000808,0.035937,0,0.213,600.05,629.27,1
1.501962,0.01047,0.000819,0.035916,0,0.213,599.65,629.3,1
1.495314,0.010413,0.000732,0.036095,0,0.213,600.3,629.16,1
1.482914,0.010423,0.000716,0.036014,0,0.213,599.975,629.1,1
1.469017,0.010449,0.000677,0.035919,0,0.213,599.925,629.17,1
1.475004,0.010422,0.000668,0.035489,0,0.213,600.425,629.2,1
1.491335,0.010408,0.000653,0.035901,0,0.213,599.7,629.27,1
1.497445,0.010436,0.000609,0.03617,0,0.213,600.125,629.3,1
1.50301,0.010443,0.000646,0.036225,0,0.213,599.8,629.58,1
1.499227,0.010421,0.000665,0.036392,0,0.213,600.025,629.7,1
1.491029,0.010418,0.000628,0.035984,0,0.213,599.9,629.91,1
1.476134,0.010405,0.000604,0.035732,0,0.213,600.4,630,1
1.468306,0.010425,0.000554,0.03555,0,0.213,599.5,629.93,1
1.477911,0.010469,0.000557,0.035731,0,0.213,600.4,629.9,1
1.496007,0.010516,0.000568,0.035752,0,0.213,600.4,629.76,1
1.499184,0.010568,0.000575,0.035552,0,0.213,600.125,629.7,1
1.502241,0.010595,0.0006,0.035874,0,0.213,599.35,629.49,1
1.496813,0.010616,0.00061,0.036077,0,0.213,600.4,629.4,1
1.495376,0.010638,0.00063,0.035828,0,0.213,600.325,629.19,1
1.494766,0.010604,0.000656,0.035641,0,0.213,600.125,629.1,1
1.504431,0.010576,0.000636,0.035728,0,0.213,600.025,629.1,1
1.52203,0.01061,0.000627,0.035537,0,0.213,599.725,629.1,1
1.519914,0.01062,0.000608,0.035588,0,0.213,599.825,629.31,1
1.499073,0.010624,0.000625,0.036509,0,0.213,600.275,629.4,1
1.514047,0.010662,0.000696,0.036726,0,0.213,599.95,629.89,1
1.517403,0.010765,0.000673,0.036496,0,0.213,600.25,630.1,1
1.511197,0.010883,0.000679,0.036395,0,0.213,600.1,630.45,1
1.494169,0.010919,0.000644,0.036386,0,0.213,599.9,630.6,1
1.49629,0.010925,0.000668,0.03666,0,0.213,600.15,630.6,1
1.498079,0.010971,0.00066,0.036673,0,0.213,599.725,630.6,1
1.499019,0.011039,0.00074,0.036729,0,0.213,599.95,630.32,1
1.502571,0.011096,0.000726,0.036622,0,0.213,600.275,630.2,1
1.522935,0.011107,0.000714,0.036787,0,0.213,600.55,629.92,1
1.517598,0.011126,0.000702,0.037154,0,0.213,600.175,629.8,1
1.51961,0.011133,0.000719,0.037101,0,0.213,600.425,629.73,1
1.526648,0.01114,0.000775,0.036707,0,0.213,600.025,629.7,1
1.516731,0.011121,0.000747,0.036252,0,0.213,599.925,629.98,1
1.520686,0.011063,0.000706,0.036305,0,0.213,599.95,630.1,1
1.518689,0.011055,0.000727,0.036524,0,0.213,600.375,630.38,1
1.520836,0.011052,0.000715,0.036999,0,0.213,599.875,630.5,1
1.517011,0.011055,0.000719,0.037523,0,0.213,599.675,630.64,1
1.521362,0.011103,0.000744,0.037326,0,0.213,599.8,630.7,1
1.518354,0.011078,0.000665,0.037058,0,0.213,599.8,630.84,1
1.500596,0.011051,0.000682,0.037149,0,0.213,599.975,630.9,1
1.499052,0.011063,0.00068,0.037113,0,0.213,600.25,630.97,1
1.515339,0.011115,0.000658,0.037452,0,0.213,600,631,1
1.536401,0.011151,0.000648,0.037395,0,0.213,599.625,631.28,1
1.526347,0.011151,0.000673,0.037275,0,0.213,599.825,631.4,1
1.518921,0.011167,0.000626,0.037113,0,0.213,599.9,631.54,1
1.516709,0.011166,0.000606,0.036909,0,0.213,600.15,631.6,1
1.517557,0.011175,0.000616,0.036971,0,0.213,600.275,632.02,1
1.523604,0.0112,0.000582,0.037416,0,0.213,599.775,632.2,1
1.508592,0.011188,0.000596,0.037165,0,0.213,600.075,632.62,1
1.502046,0.011158,0.000542,0.037175,0,0.213,600,632.8,1
1.516536,0.011161,0.000544,0.037398,0,0.213,600.55,633.29,1
1.519973,0.011172,0.000486,0.037707,0,0.213,599.875,633.5,1
1.513006,0.011166,0.000483,0.037702,0,0.213,599.875,633.99,1
1.499055,0.011134,0.000491,0.038059,0,0.213,600.325,634.2,1
1.507594,0.011129,0.000406,0.037773,0,0.213,600.475,634.48,1
