CO2 (g/s),CO (g/s),HC (g/s),NOx (g/s),vel (mph),fuel (g/s),engine (rpm),elevation (m),phase_num
3.136107,0.065102,0.006731,0.066396,0,0.446,799.325,293.28,1
3.118656,0.065589,0.006673,0.066276,0,0.4525,799.05,293.3,1
3.117425,0.064844,0.006625,0.066386,0,0.4525,797.95,293.39,1
3.128611,0.064361,0.006601,0.066575,0,0.459,797.575,293.4,1
3.110404,0.064797,0.006586,0.066722,0,0.4656,797.05,293.4,1
3.087169,0.0645,0.00654,0.066444,0,0.492,796.85,293.4,1
3.072711,0.064556,0.006461,0.066287,0,0.459,796.125,293.4,1
3.080845,0.064795,0.006449,0.065047,0,0.459,794.75,293.4,1
3.087496,0.064352,0.006533,0.065127,0,0.459,795.875,293.49,1
3.065733,0.063698,0.006575,0.065027,0,0.4607,795.75,293.5,1
3.060487,0.063199,0.006608,0.06592,0,0.4709,795.475,293.59,1
3.08572,0.063277,0.00665,0.066403,0,0.4525,794.325,293.6,1
3.075618,0.063251,0.006604,0.066944,0,0.394,794.275,293.78,1
3.045498,0.062779,0.006544,0.066052,0,0.4265,793.5,293.8,1
3.025743,0.062872,0.006584,0.064589,0,0.459,792.325,293.98,1
2.983838,0.06362,0.006635,0.062942,0,0.459,792.175,294,1
2.937553,0.063429,0.006581,0.06252,0,0.4005,792.75,294.18,1
2.927931,0.062757,0.006593,0.062062,0,0.4525,791.825,294.2,1
2.937352,0.062685,0.006588,0.060997,0,0.4265,791,294.38,1
2.914525,0.061773,0.00655,0.060647,0,0.394,790.5,294.4,1
2.915317,0.060741,0.006509,0.061772,0,0.4525,791.125,294.58,1
2.913864,0.060863,0.006547,0.061832,0,0.459,789.975,294.6,1
2.901973,0.061347,0.006581,0.060224,0,0.459,789.1,294.78,1
2.884741,0.060931,0.006577,0.060642,0,0.459,789.225,294.8,1
2.898327,0.061204,0.006617,0.062327,0,0.459,788.625,294.89,1
2.889686,0.061241,0.006564,0.062095,0,0.459,788.15,294.9,1
2.870432,0.060989,0.006527,0.060725,0,0.446,787.075,295.08,1
2.891334,0.060663,0.006486,0.061184,0,0.394,787.025,295.1,1
2.881691,0.060906,0.006506,0.061302,0,0.394,787.225,295.28,1
2.873654,0.060348,0.006473,0.060862,0,0.394,785.65,295.3,1
2.853211,0.059986,0.006416,0.061257,0,0.394,786.825,295.48,1
2.862439,0.05976,0.006436,0.060415,0,0.394,786.375,295.5,1
2.870774,0.059513,0.006401,0.059989,0,0.394,785.225,295.68,1
2.857239,0.05947,0.006379,0.060284,0,0.3808,784.8,295.7,1
2.876739,0.059347,0.006377,0.061554,0,0.328,785.6,295.97,1
2.87604,0.059658,0.006384,0.061375,0,0.328,783.375,296,1
2.874837,0.059604,0.006363,0.060184,0,0.328,784.2,296.27,1
2.895814,0.059297,0.006367,0.061746,0,0.328,783.25,296.3,1
2.921486,0.059697,0.006318,0.062242,0,0.3412,783.325,296.48,1
2.916793,0.059446,0.006308,0.062748,0,0.407,782.6,296.5,1
2.930465,0.059211,0.006286,0.063291,0,0.459,781.675,296.5,1
2.929242,0.059102,0.006256,0.063543,0,0.459,781.95,296.5,1
2.939278,0.059162,0.006284,0.063147,0,0.459,780.475,296.5,1
2.946946,0.058978,0.006286,0.063391,0,0.459,780.5,296.5,1
2.93658,0.059065,0.006236,0.063507,0,0.459,779.4,296.41,1
2.959776,0.05866,0.006155,0.063182,0,0.459,778.95,296.4,1
2.975392,0.058556,0.006178,0.063094,0,0.459,778.675,296.49,1
2.973945,0.058473,0.006132,0.062693,0,0.459,778.925,296.5,1
2.947134,0.058182,0.006135,0.06321,0,0.459,777.475,296.5,1
2.967617,0.058364,0.006069,0.064044,0,0.459,777.65,296.5,1
2.96283,0.058203,0.006054,0.063925,0,0.459,777.775,296.5,1
2.981498,0.058165,0.006062,0.063244,0,0.446,777.1,296.5,1
2.955079,0.057637,0.006019,0.063957,0,0.394,776.625,296.68,1
2.94209,0.05805,0.006009,0.064636,0,0.394,775.9,296.7,1
2.938293,0.05793,0.006038,0.063804,0,0.407,776.875,296.97,1
2.928018,0.058205,0.006009,0.06317,0,0.459,774.875,297,1
2.936517,0.057641,0.005973,0.063096,0,0.459,775.15,297,1
2.957073,0.057456,0.005921,0.063591,0,0.459,772.6,297,1
2.961039,0.057214,0.00589,0.063471,0,0.459,772.975,296.91,1
2.949681,0.056473,0.005852,0.063784,0,0.459,772.425,296.9,1
2.922112,0.055947,0.005837,0.063968,0,0.459,773.4,296.9,1
2.923623,0.056224,0.005832,0.064045,0,0.459,772.65,296.9,1
2.919721,0.055921,0.005811,0.064479,0,0.459,772.5,296.81,1
2.911268,0.055327,0.005781,0.063067,0,0.459,772.975,296.8,1
2.900566,0.055038,0.005722,0.063099,0,0.459,772.55,296.44,1
2.891718,0.055067,0.005754,0.063062,0,0.459,771.3,296.4,1
2.884528,0.055035,0.005749,0.06223,0,0.459,770.975,296.4,1
2.860732,0.055062,0.005721,0.063782,0,0.446,770.85,296.4,1
2.859752,0.055054,0.005761,0.06352,0,0.407,770.375,296.31,1
2.839085,0.055024,0.005733,0.062358,0,0.459,770.225,296.3,1
2.813993,0.055022,0.005744,0.059834,0,0.459,769.875,296.3,1
2.813027,0.054904,0.005758,0.059841,0,0.459,768.525,296.3,1
2.774332,0.055297,0.00569,0.059406,0,0.459,766.9,296.39,1
2.762599,0.055117,0.005729,0.059322,0,0.459,767.3,296.4,1
2.752379,0.054366,0.00573,0.060266,0,0.459,767.3,296.31,1
2.720506,0.054432,0.005733,0.059525,0,0.459,766.1,296.3,1
2.734874,0.05416,0.005721,0.058705,0,0.459,764.575,296.21,1
2.737822,0.053593,0.005732,0.059033,0,0.459,764.95,296.2,1
2.735229,0.053379,0.00573,0.057897,0,0.459,764.5,296.2,1
2.711127,0.052764,0.005796,0.058007,0,0.459,763.6,296.2,1
2.71398,0.053188,0.005776,0.058859,0,0.459,764.2,296.02,1
2.703808,0.05338,0.005711,0.059554,0,0.459,763.725,296,1
2.720243,0.053543,0.005736,0.058096,0,0.459,762.225,296,1
2.712802,0.053366,0.005701,0.057581,0,0.459,763,296,1
2.700126,0.053356,0.005756,0.057675,0,0.459,762.625,296,1
2.720131,0.053118,0.005776,0.059123,0,0.459,761.525,296,1
2.704802,0.053428,0.005711,0.059669,0,0.459,761.65,296.27,1
2.71756,0.053144,0.005693,0.058299,0,0.459,761.15,296.3,1
2.721171,0.05253,0.005671,0.059321,0,0.446,761.675,296.57,1
2.694909,0.052589,0.005689,0.058072,0,0.394,761.475,296.6,1
2.687162,0.052293,0.005689,0.057881,0,0.394,760.675,297.05,1
2.69716,0.052648,0.005705,0.058463,0,0.394,759.7,297.1,1
2.713184,0.05222,0.005672,0.057336,0,0.394,759.925,297.46,1
2.723286,0.051723,0.005647,0.058415,0,0.394,759.475,297.5,1
2.748559,0.051739,0.005615,0.058916,0,0.394,759.225,297.95,1
2.75446,0.051835,0.005576,0.059744,0,0.394,759.375,298,1
2.763474,0.052141,0.005553,0.060189,0,0.394,758.775,298.18,1
2.76897,0.052175,0.005543,0.060885,0,0.394,758.775,298.2,1
2.77808,0.052331,0.005506,0.060047,0,0.394,756.85,298.2,1
2.797981,0.052049,0.005454,0.06033,0,0.394,756.05,298.2,1
2.814602,0.052002,0.005471,0.060095,0,0.3906,754.525,298.11,1
2.802472,0.051855,0.005403,0.061004,0,0.377,755.325,298.1,1
2.774858,0.051628,0.005378,0.061329,0,0.377,754.875,297.83,1
2.793517,0.05167,0.00537,0.060681,0,0.377,754.25,297.8,1
2.785895,0.051236,0.005327,0.06034,0,0.377,752.175,297.53,1
2.80091,0.051123,0.005267,0.060371,0,0.377,752,297.5,1
2.813441,0.050918,0.005258,0.06136,0,0.377,751.2,297.41,1
2.80639,0.051062,0.005293,0.061039,0,0.377,751.575,297.4,1
2.784911,0.050533,0.005259,0.061678,0,0.377,749.85,297.22,1
2.775566,0.050566,0.005219,0.062031,0,0.377,749.575,297.2,1
2.798387,0.05071,0.005197,0.061513,0,0.377,748.95,297.11,1
2.79785,0.050569,0.005186,0.06101,0,0.377,749.1,297.1,1
2.783624,0.049868,0.005108,0.060018,0,0.377,749.15,297.01,1
2.782528,0.049723,0.005111,0.060683,0,0.377,747.725,297,1
2.77917,0.050151,0.005111,0.061597,0,0.377,747.5,297,1
2.743114,0.05,0.005114,0.060981,0,0.377,746.525,297,1
2.743754,0.049186,0.005078,0.061393,0,0.377,747,296.91,1
2.743296,0.049083,0.005,0.061407,0,0.377,747.075,296.9,1
2.761131,0.048763,0.004994,0.05862,0,0.377,745.925,296.72,1
2.763307,0.048097,0.004997,0.058751,0,0.377,745.15,296.7,1
2.743486,0.047875,0.004996,0.060175,0,0.377,744.85,296.7,1
2.749225,0.047839,0.004977,0.060687,0,0.377,745.275,296.7,1
2.746951,0.048082,0.005021,0.061123,0,0.377,742.9,296.7,1
2.740822,0.047995,0.005005,0.060426,0,0.377,743.1,296.7,1
2.73724,0.047525,0.00497,0.060005,0,0.377,742.65,296.7,1
2.765534,0.04759,0.004937,0.060947,0,0.377,743.075,296.7,1
2.75461,0.047677,0.00492,0.060627,0,0.377,742.525,296.7,1
2.737291,0.047795,0.004916,0.060316,0,0.377,741.3,296.7,1
2.720148,0.047599,0.004876,0.060821,0,0.377,741.325,296.79,1
2.707597,0.047422,0.004848,0.059964,0,0.377,741.3,296.8,1
2.723066,0.047276,0.004842,0.059463,0,0.377,740.3,296.98,1
2.723256,0.047044,0.004833,0.059327,0,0.377,737.975,297,1
2.722587,0.046938,0.004847,0.058897,0,0.377,738.05,297.18,1
2.724702,0.047076,0.004796,0.060133,0,0.377,737.275,297.2,1
2.71526,0.047228,0.004736,0.060432,0,0.377,736.325,297.29,1
2.713832,0.046406,0.004731,0.060316,0,0.377,735.6,297.3,1
2.684892,0.046131,0.004744,0.059805,0,0.338,735.4,297.21,1
2.672924,0.046174,0.004734,0.059861,0,0.312,735.4,297.2,1
2.682195,0.04602,0.004716,0.059754,0,0.312,735.075,297.02,1
2.700005,0.045534,0.004704,0.059046,0,0.312,734.275,297,1
2.708516,0.045127,0.004747,0.05915,0,0.312,733.225,297,1
2.692502,0.044826,0.004716,0.058921,0,0.325,732.9,297,1
2.672661,0.044976,0.004701,0.058913,0,0.377,732.875,297,1
2.699243,0.04524,0.004712,0.059402,0,0.377,733,297,1
2.672996,0.045428,0.004683,0.059638,0,0.377,732.8,297,1
2.658255,0.045228,0.004655,0.059299,0,0.377,731.7,297,1
2.664969,0.044901,0.004642,0.059199,0,0.377,731.25,297,1
2.655872,0.045241,0.004632,0.059327,0,0.377,731.475,297,1
2.642745,0.044859,0.004614,0.058233,0,0.377,731.225,297.09,1
2.634048,0.044409,0.004617,0.057645,0,0.377,729.35,297.1,1
2.630013,0.044206,0.004608,0.057693,0,0.377,729.4,297.19,1
2.615963,0.044062,0.004566,0.056843,0,0.377,729.55,297.2,1
2.625847,0.044023,0.004537,0.057475,0,0.377,728.625,297.2,1
2.637891,0.04412,0.004572,0.05824,0,0.377,728.7,297.2,1
2.621566,0.044164,0.004549,0.058439,0,0.377,727.275,297.2,1
2.612418,0.043961,0.004528,0.058389,0,0.377,726.9,297.2,1
2.632829,0.043884,0.004519,0.058546,0,0.377,725.7,297.02,1
2.618489,0.043851,0.004489,0.057703,0,0.377,725.25,297,1
2.610733,0.043631,0.004507,0.056783,0,0.364,726.2,297,1
2.610985,0.043392,0.004535,0.057958,0,0.312,725.3,297,1
2.602323,0.043515,0.004518,0.057901,0,0.312,724.95,296.91,1
2.625184,0.043145,0.004468,0.058361,0,0.312,724.3,296.9,1
2.653319,0.043005,0.004474,0.058652,0,0.312,723.325,297.17,1
2.642817,0.04294,0.004448,0.057933,0,0.312,723.1,297.2,1
2.622339,0.042574,0.004466,0.058666,0,0.312,721.575,297.56,1
2.630828,0.042737,0.004479,0.058281,0,0.312,720.45,297.6,1
2.621526,0.043072,0.004454,0.057788,0,0.312,720.375,298.14,1
2.625671,0.04299,0.004437,0.056849,0,0.312,720.3,298.2,1
2.624258,0.042692,0.004357,0.056883,0,0.312,720.375,298.47,1
2.60325,0.042688,0.004331,0.057114,0,0.312,720.425,298.5,1
2.610223,0.042095,0.004351,0.057713,0,0.312,719.975,298.95,1
2.575702,0.041972,0.004353,0.057515,0,0.312,719.6,299,1
2.558593,0.041607,0.004335,0.057209,0,0.312,719.175,299.36,1
2.580653,0.04144,0.004304,0.057957,0,0.312,717.85,299.4,1
