CO2 (g/s),CO (g/s),HC (g/s),NOx (g/s),vel (mph),fuel (g/s),engine (rpm),elevation (m),phase_num
8.736957,0.011425,0.005387,0.110311,50.5889,3.4832,1281.65,214.5,2
8.685899,0.011361,0.005398,0.108719,50.8058,3.469,1285.125,214.5,2
8.677881,0.011327,0.0054,0.1081,51.0784,3.4735,1289.225,214,2
8.681471,0.01135,0.005385,0.1069,51.5804,3.4506,1294.7,214,2
8.678889,0.011312,0.005379,0.104968,51.3326,3.4605,1300.375,213.4,2
8.590188,0.011233,0.005397,0.10366,51.6424,3.4212,1307.425,213.4,2
8.286133,0.011138,0.005404,0.099301,51.8652,3.4011,1314.675,212.6,2
7.762268,0.011068,0.005405,0.093035,52.0572,3.2225,1321.5,212.6,2
6.726885,0.011063,0.005433,0.089039,52.2123,3.2178,1328.7,211.7,2
5.587066,0.011066,0.005481,0.080223,52.6399,3.0259,1332.55,211.7,2
4.237959,0.011028,0.005461,0.054174,53.2223,0.943,1335,210.7,2
3.224804,0.010479,0.005306,0.02232,52.9312,0.0722,1339.925,210.7,2
2.294004,0.008571,0.005093,0.007626,53.2594,0.0462,1341.725,209.8,2
1.667618,0.006391,0.00484,0.003103,53.0797,0,1341.85,209.8,2
1.125508,0.005717,0.004534,0.001595,53.4641,0,1343.625,208.9,2
0.830337,0.004166,0.004277,0.001016,53.6498,0,1344.575,208.9,2
0.567578,0.003848,0.004031,0.000753,53.2228,0,1343.95,207.9,2
0.430161,0.002685,0.00381,0.000625,53.5942,0,1345.05,207.9,2
0.300571,0.000863,0.0036,0.000545,53.8976,0,1346.85,207.2,2
0.230459,-0.000235,0.003416,0.000463,53.551,0,1347.175,207.2,2
0.178073,-0.000261,0.003261,0.000384,53.105,0,1347.7,206.6,2
0.153339,-0.000281,0.003128,0.00031,53.421,0,1348.425,206.6,2
0.144415,-0.00031,0.003008,0.000246,53.5696,0,1348.875,205.9,2
0.122494,-0.000327,0.002888,0.000172,53.5078,0,1348.975,205.9,2
0.087618,-0.000345,0.002776,0.000118,53.6068,0,1349.125,205.3,2
0.063334,-0.00036,0.002692,0.000132,53.4892,0,1348.425,205.3,2
0.036818,-0.000392,0.002588,0.000075,53.167,0,1345.75,204.5,2
0.047819,-0.000432,0.002531,0.000022,53.1049,0,1331.125,204.5,2
0.059031,-0.000457,0.002462,0,52.1814,0,1309.775,203.9,2
0.054356,-0.000476,0.002391,-0.000011,51.5247,0,1288.275,203.9,2
0.039143,-0.00056,0.002332,-0.000022,50.4092,0,1266.4,203.4,2
0.028119,-0.000613,0.002274,0.000014,49.9631,0,1257.1,203.4,2
0.023668,-0.000683,0.002236,-0.000045,49.802,0,1249.275,202.9,2
0.014892,-0.000727,0.002166,-0.000083,49.4737,0,1246.675,202.9,2
0.032496,-0.000738,0.002117,-0.000094,49.3808,0,1243.775,202.5,2
0.037022,-0.000745,0.002067,-0.000113,49.4242,0,1241.775,202.5,2
0.045601,-0.000782,0.002012,-0.000095,49.1514,0,1239.525,202.1,2
0.06332,-0.000833,0.001988,-0.000123,49.0894,0,1236.4,202.1,2
0.217128,-0.000876,0.001973,-0.000146,49.2134,0,1233.65,201.6,2
0.553137,-0.000909,0.001965,-0.000161,48.984,0,1231.45,201.6,2
1.251432,-0.000927,0.002025,-0.000174,48.5439,0.0325,1228.725,201.2,2
2.050084,-0.000931,0.002242,0.001807,48.5193,0.354,1233.35,201.2,2
3.0454,-0.000874,0.002563,0.025242,48.798,2.3895,1230.275,200.6,2
3.889811,0.000524,0.002898,0.051093,48.8166,2.2225,1231.1,200.6,2
4.850096,0.002658,0.003236,0.059879,48.8104,2.488,1233.075,200.1,2
5.561703,0.004713,0.003516,0.066043,48.9717,2.6666,1234.8,200.1,2
6.373871,0.006946,0.00376,0.070951,48.9654,2.698,1237.7,199.7,2
7.225042,0.008535,0.003965,0.08005,49.1824,3.1047,1240.55,199.7,2
8.761181,0.009897,0.004163,0.094135,49.3498,3.346,1243.75,199.2,2
10.934075,0.009939,0.005022,0.107118,49.387,3.4195,1246.475,199.2,2
15.017708,0.012649,0.009648,0.119974,49.5914,3.4571,1250.425,198.8,2
19.119906,0.025154,0.017517,0.170457,49.7093,5.0022,1257.925,198.8,2
23.348854,0.077752,0.024053,0.241721,50.1427,9.086,1270.175,198.3,2
27.420389,0.169116,0.027924,0.300237,50.6881,11.3243,1282.95,198.3,2
31.115481,0.313928,0.029247,0.354184,51.2024,13.3642,1300.25,197.8,2
33.138314,0.43516,0.029233,0.408211,52.0201,15.15,1317.175,197.8,2
33.814333,0.519788,0.028136,0.466196,52.6586,15.403,1336.6,197.3,2
33.093038,0.529756,0.025514,0.501211,53.4766,15.9147,1357.075,197.3,2
31.601075,0.468654,0.021698,0.496903,53.966,15.99,1373.825,196.7,2
30.16573,0.392147,0.018145,0.472164,54.6726,12.241,1385.725,196.7,2
28.7406,0.306124,0.015349,0.484252,55.1189,10.2137,1395.8,196.1,2
27.174112,0.227711,0.013298,0.505321,55.6392,10.2185,1407,196.1,2
25.117995,0.164673,0.011729,0.521961,55.9054,10.2549,1417.55,195.6,2
23.09541,0.123933,0.010468,0.525702,56.1844,10.45,1426.4,195.6,2
20.495058,0.090596,0.009402,0.475155,56.5254,9.4249,1434,195.2,2
17.946477,0.068317,0.008565,0.409503,56.9529,7.744,1440.1,195.2,2
14.516655,0.052997,0.008014,0.332035,57.12,6.5237,1443.3,194.7,2
11.249431,0.041272,0.007704,0.208214,56.9963,3.928,1442.25,194.7,2
8.305554,0.031261,0.007352,0.090073,57.0954,0.8299,1434.475,194.3,2
6.462295,0.024342,0.006959,0.031059,56.8848,0.0576,1433.975,194.3,2
5.682,0.018478,0.006606,0.011751,56.6618,0.041,1429.175,193.9,2
5.597197,0.013905,0.006358,0.006573,56.3704,0.0439,1424.55,193.9,2
5.875995,0.011704,0.006155,0.026617,56.265,1.1018,1424.35,193.5,2
6.130086,0.010864,0.006056,0.08825,56.2031,4.1,1424.25,193.5,2
6.170082,0.00973,0.006047,0.111399,56.451,3.7639,1423.9,193,2
6.125715,0.008755,0.006103,0.083777,56.4385,2.5634,1422.775,193,2
6.224355,0.0088,0.006211,0.063288,56.4138,2.4435,1422.725,192.6,2
6.527196,0.008885,0.006333,0.048221,56.2836,1.4461,1421.075,192.6,2
6.949809,0.009023,0.006363,0.048707,56.1596,1.9365,1418.6,192.3,2
7.419998,0.009217,0.006336,0.089565,56.1596,4.0755,1419.725,192.3,2
7.8217,0.009778,0.006278,0.097388,56.3332,3.4733,1419.2,192,2
8.123102,0.011326,0.006192,0.087063,56.265,3.3487,1418.075,192,2
8.282344,0.011391,0.006147,0.092287,56.3767,3.7145,1419.2,191.6,2
8.407398,0.011395,0.006114,0.095963,56.4448,3.649,1419.45,191.6,2
8.476985,0.011394,0.006087,0.084462,55.9737,3.1062,1419.3,191.2,2
8.573175,0.011394,0.00604,0.084931,56.0357,3.452,1421.25,191.2,2
8.649326,0.011458,0.006049,0.091206,56.1844,3.5176,1422.325,190.8,2
8.608564,0.011598,0.006032,0.088719,56.4324,3.5159,1424.175,190.8,2
8.30926,0.011783,0.005993,0.088892,56.4944,3.444,1427,190.3,2
7.831661,0.011934,0.006002,0.108858,56.8848,4.1098,1430.5,190.3,2
7.417909,0.011955,0.006111,0.11395,56.6741,4.1932,1429.6,189.6,2
7.094785,0.011951,0.006215,0.071327,56.5688,1.6828,1435.625,189.6,2
6.933518,0.011794,0.00629,0.046818,56.891,1.9223,1433.85,188.9,2
6.79444,0.01164,0.006273,0.065578,56.8537,3.2224,1437.6,188.9,2
6.628452,0.011501,0.006313,0.080921,56.8106,3.3323,1439.25,188.2,2
6.367977,0.011425,0.006342,0.069655,56.8972,2.693,1442,188.2,2
5.971557,0.011423,0.00639,0.059762,57.2626,2.321,1444.275,187.4,2
5.484886,0.01146,0.006549,0.05551,57.2751,2.4122,1447.2,187.4,2
5.112674,0.011514,0.00676,0.049849,57.1697,1.9976,1446.65,186.7,2
4.781475,0.011623,0.007012,0.038967,57.3308,1.3613,1450.025,186.7,2
4.584278,0.011717,0.007168,0.036469,57.6156,1.7385,1449.125,186,2
4.348279,0.011978,0.007298,0.037473,57.4298,1.7026,1456.65,186,2
4.143482,0.012113,0.007464,0.04437,57.3989,2.2042,1454.45,185.4,2
3.909209,0.012229,0.007604,0.042719,57.529,1.714,1451.4,185.4,2
3.841912,0.012335,0.007815,0.029007,57.4609,0.8938,1454.85,184.8,2
3.87656,0.012436,0.007967,0.027061,57.6219,1.4052,1454,184.8,2
3.850894,0.012528,0.008035,0.032441,57.6281,1.6645,1450.95,184.2,2
3.715825,0.012514,0.008008,0.041189,57.6282,2.0126,1452.1,184.2,2
3.388436,0.012542,0.008011,0.044324,57.8636,1.9238,1454.225,183.8,2
2.8355,0.012675,0.008129,0.041383,57.2503,1.796,1445.6,183.8,2
2.289284,0.012705,0.008229,0.027842,57.3493,0.797,1448.15,183.2,2
1.677085,0.012734,0.008051,0.012565,57.244,0.3315,1444.75,183.2,2
1.266402,0.011782,0.007636,0.00456,56.9467,0.0495,1440.25,182.7,2
0.885981,0.009658,0.007134,0.001757,56.984,0.0474,1435.65,182.7,2
0.654712,0.006933,0.006582,0.000882,56.6926,0.0474,1431.925,182.3,2
0.446368,0.004745,0.006043,0.000509,56.7547,0.041,1429.2,182.3,2
0.330902,0.003056,0.005586,0.000353,56.6245,0.0458,1425.65,181.8,2
0.230075,0.001874,0.005142,0.000246,56.5688,0.0442,1422.6,181.8,2
0.190348,0.001851,0.004797,0.000192,56.2403,0.049,1419.6,181.2,2
0.138155,0.001544,0.00447,0.000148,56.2402,0.0394,1417.2,181.2,2
0.124514,0.001076,0.00421,0.000109,56.1224,0.0474,1414.775,180.6,2
0.107073,-0.000568,0.00397,0.000072,56.0976,0.041,1412.2,180.6,2
0.080691,-0.000579,0.003765,0.000054,55.9057,0.049,1410.4,180.3,2
0.080948,-0.000607,0.003598,0.000043,55.5896,0.0507,1406.625,180.3,2
0.080707,-0.000632,0.003425,0.000026,55.6886,0.0575,1403.1,180,2
0.071907,-0.000654,0.003299,0.000026,55.5337,0.049,1399.3,180,2
0.067798,-0.000661,0.003198,0.000013,55.2736,0.049,1395.4,179.7,2
0.085039,-0.000664,0.003091,-0.00002,55.1684,0.0495,1391.3,179.7,2
0.201498,-0.000662,0.002995,-0.000038,54.9577,0.0474,1386.15,179.3,2
0.673826,-0.000658,0.002927,-0.000037,54.933,0.049,1381.325,179.3,2
1.462338,-0.000675,0.002967,-0.000044,54.7345,0.049,1376.325,179,2
2.940617,-0.00071,0.003168,0.000836,54.3131,0.1129,1374.1,179,2
4.548725,-0.000704,0.00349,0.020305,54.3006,1.861,1375.475,178.7,2
6.411247,0.000976,0.003829,0.058766,54.4184,3.419,1369,178.7,2
7.76996,0.003162,0.004159,0.093438,54.3688,3.644,1369.375,178.5,2
9.057476,0.00559,0.004432,0.162987,54.0961,5.0954,1371.175,178.5,2
9.705225,0.007079,0.004612,0.205429,54.189,5.043,1371.55,178.5,2
10.23083,0.008725,0.00474,0.201651,54.4494,4.4785,1371.1,178.5,2
10.552706,0.008922,0.004852,0.189266,54.4618,4.3753,1370.025,178.4,2
10.756957,0.010607,0.004956,0.172835,54.3006,4.198,1370.25,178.4,2
10.84794,0.011085,0.005047,0.169021,54.1828,4.2424,1370.175,178.3,2
10.990832,0.011114,0.005122,0.179144,54.1766,4.4444,1370.125,178.3,2
11.079466,0.011164,0.005174,0.182048,54.3626,4.379,1371.525,178.2,2
11.181939,0.011151,0.00521,0.186693,54.685,4.4216,1372.3,178.2,2
11.249773,0.011063,0.005245,0.192614,54.5362,4.4129,1373.85,178,2
11.244012,0.010935,0.005302,0.195025,54.592,4.502,1377.675,178,2
11.190164,0.010874,0.005312,0.190268,54.499,4.4036,1379.5,177.5,2
11.15968,0.010873,0.005353,0.18381,54.406,4.3577,1382.45,177.5,2
11.197365,0.010882,0.005407,0.180934,54.499,4.387,1387.075,177.1,2
11.070826,0.010889,0.005445,0.176457,55.1929,4.323,1390.425,177.1,2
10.956683,0.010869,0.00549,0.167375,55.1127,4.2706,1394.975,176.4,2
10.867406,0.01088,0.005524,0.165592,55.2426,4.3135,1399.65,176.4,2
10.74107,0.010944,0.00556,0.159471,55.6083,4.2529,1403.5,175.8,2
10.642132,0.010885,0.005565,0.153231,56.0604,4.248,1408.625,175.8,2
10.504563,0.010873,0.005572,0.146638,55.8994,4.215,1412,175.3,2
10.263935,0.010907,0.005589,0.138597,55.8248,4.1081,1416.375,175.3,2
10.003782,0.010914,0.005609,0.135352,56.1844,4.1097,1419.65,174.7,2
9.6417,0.01095,0.005634,0.128182,56.3828,3.961,1423.8,174.7,2
9.272281,0.010978,0.005683,0.110585,56.5192,3.6395,1426.275,174.1,2
8.716087,0.011038,0.005738,0.090256,56.5997,3.1948,1430.075,174.1,2
7.982933,0.011039,0.005817,0.082321,56.7424,3.3295,1432.55,173.4,2
6.846859,0.011096,0.005897,0.080491,56.7299,3.3799,1435.3,173.4,2
5.741544,0.011204,0.005987,0.070252,56.8725,2.8538,1433.775,172.8,2
4.298459,0.011246,0.006065,0.046484,56.6928,1.2055,1432.075,172.8,2
3.317705,0.011251,0.005919,0.019749,56.8352,0.0834,1429.425,172.3,2
2.562672,0.010374,0.005672,0.006852,56.5688,0.0048,1426.175,172.3,2
2.360464,0.009125,0.005404,0.002909,56.3208,0,1424.525,171.7,2
2.654331,0.007543,0.00532,0.001762,56.2836,0.0243,1420.125,171.7,2
3.172016,0.005525,0.0054,0.007019,56.2154,0.6524,1419.45,171.1,2
3.840477,0.004828,0.005539,0.029933,56.2092,2.3125,1419.85,171.1,2
4.398861,0.004841,0.0057,0.049412,56.172,2.4372,1418.2,170.6,2
4.841103,0.006654,0.005875,0.054993,56.0977,2.4456,1417.8,170.6,2
5.116351,0.008032,0.006007,0.056966,55.8126,2.4355,1417.1,170.2,2
5.284714,0.010535,0.006126,0.057052,56.1473,2.4404,1417.025,170.2,2
5.330312,0.012131,0.00627,0.055875,55.8809,2.3405,1416.325,169.7,2
5.286317,0.012198,0.006374,0.054144,56.234,2.165,1415.7,169.7,2
5.258261,0.013439,0.00647,0.052062,55.9489,2.0726,1414.825,169.2,2
5.268382,0.013893,0.006588,0.050652,56.203,2.0285,1414.675,169.2,2
5.268177,0.013948,0.00671,0.050429,55.7753,2.0585,1414.1,168.7,2
5.25279,0.013982,0.006732,0.051155,56.0356,2.127,1413.8,168.7,2
5.279205,0.01402,0.006759,0.051586,55.8001,2.1466,1410.675,168.3,2
5.337179,0.014125,0.006789,0.051781,55.7444,2.2385,1407.85,168.3,2
5.302637,0.014139,0.006804,0.052538,55.6392,2.1633,1405.3,168.2,2
5.271308,0.014136,0.006824,0.051503,55.8249,2.122,1404.425,168.2,2
5.223807,0.014202,0.006848,0.051796,55.5585,2.2465,1404.575,167.9,2
5.12838,0.014315,0.006843,0.051871,55.7382,2.209,1405.05,167.9,2
5.065118,0.014308,0.006893,0.050223,55.5399,2.1236,1405.125,167.3,2
5.04026,0.014318,0.006961,0.047526,55.7073,2.0119,1404.475,167.3,2
5.021388,0.014361,0.006998,0.04787,55.8373,2.0157,1411.025,166.8,2
5.033718,0.014356,0.007029,0.048522,55.8744,2.0776,1407.6,166.8,2
5.07582,0.014367,0.007049,0.049283,55.7381,2.05,1409.375,166.1,2
5.122916,0.014442,0.007043,0.049267,55.8994,2.086,1411.05,166.1,2
5.153204,0.014437,0.007063,0.049908,55.9178,2.1222,1414.325,165.5,2
5.172902,0.014479,0.007065,0.050958,55.9862,2.2055,1415.675,165.5,2
5.165154,0.01457,0.007058,0.051484,55.9922,2.1562,1418.525,164.8,2
5.162533,0.01457,0.007075,0.051049,56.234,2.1154,1420.375,164.8,2
5.135915,0.01457,0.007125,0.049891,56.296,2.1075,1422.65,164.2,2
5.061448,0.014575,0.00717,0.048748,56.451,2.0399,1429.85,164.2,2
4.999287,0.014563,0.007196,0.048582,56.5502,2.0677,1427.925,163.6,2
4.871524,0.014605,0.007228,0.049512,56.6617,2.0995,1430.325,163.6,2
4.542652,0.014626,0.00727,0.048718,56.7857,2.0218,1432.45,163,2
3.971916,0.014613,0.00723,0.048054,56.916,2.0548,1434.25,163,2
3.201645,0.014646,0.007081,0.044943,56.9343,2.009,1432.4,162.3,2
2.561623,0.014692,0.006785,0.029178,57.0522,0.3543,1436.25,162.3,2
2.232536,0.013476,0.006385,0.010826,57.0644,0.0442,1437.2,161.6,2
2.924379,0.011416,0.005962,0.003633,56.9778,0.049,1437.25,161.6,2
5.239549,0.008646,0.006192,0.001487,57.021,0.049,1437.125,160.8,2
9.436499,0.007813,0.009144,0.0013,57.0336,0.0507,1435.75,160.8,2
14.684969,0.012297,0.014541,0.042228,56.7796,1.6565,1447.675,160.2,2
18.88122,0.030222,0.019529,0.203119,57.1201,8.8561,1451.625,160.2,2
22.029869,0.06788,0.021443,0.360253,57.6839,11.2045,1464.4,159.6,2
23.965078,0.107733,0.020568,0.453462,58.093,13.1285,1478.15,159.6,2
24.83127,0.140301,0.019171,0.518417,58.6446,13.4286,1490.2,159.1,2
24.074922,0.151289,0.017891,0.507397,59.1339,11.8441,1499.2,159.1,2
22.529829,0.150403,0.015894,0.474535,59.518,10.2745,1511.375,158.6,2
20.807908,0.13914,0.013711,0.428193,59.9086,10.8304,1517.25,158.6,2
19.220921,0.121095,0.011859,0.36319,60.1814,6.6535,1521.25,158,2
17.232786,0.0991,0.010461,0.322682,60.3364,6.263,1526.325,158,2
14.912709,0.076008,0.009394,0.291033,60.4354,5.6977,1531.575,157.5,2
13.025304,0.059634,0.008701,0.224713,60.4292,4.981,1532.425,157.5,2
11.32612,0.044117,0.008263,0.131605,60.6709,3.3535,1534.075,156.8,2
10.117097,0.034569,0.007989,0.085069,60.5718,3.0604,1535.95,156.8,2
9.13025,0.026239,0.007826,0.069636,60.9312,2.9307,1536.7,156.3,2
8.461108,0.022644,0.007802,0.063052,60.987,2.7385,1538.15,156.3,2
7.934746,0.019864,0.007743,0.059686,60.8132,2.5763,1539.875,155.6,2
7.649669,0.019295,0.007719,0.058663,60.832,2.6943,1541.725,155.6,2
7.507202,0.019039,0.007698,0.059662,61.0549,2.7225,1543.7,154.8,2
7.351275,0.018721,0.007674,0.061655,61.0922,2.8683,1546.775,154.8,2
7.121496,0.018061,0.007643,0.063418,61.2284,3.0048,1548.975,154.1,2
6.760216,0.017844,0.007645,0.062273,61.371,2.8125,1551.075,154.1,2
5.966789,0.01795,0.007644,0.059986,61.4515,2.7141,1553.1,153.3,2
5.142949,0.017737,0.007782,0.056856,61.5878,2.6385,1554.9,153.3,2
4.016109,0.017374,0.007963,0.045638,61.7614,1.796,1552.225,152.6,2
3.073841,0.016444,0.007951,0.023691,61.4453,0.4903,1553.225,152.6,2
2.204245,0.014623,0.007711,0.008625,61.2902,0.0982,1551.85,151.9,2
1.641627,0.013014,0.007282,0.003351,61.2902,0.049,1549.8,151.9,2
1.127542,0.009527,0.00679,0.001728,61.2718,0.0196,1548.275,151.2,2
0.836164,0.007086,0.006319,0.001128,61.2036,0.0394,1545.95,151.2,2
0.598502,0.005103,0.005859,0.000825,61.3524,0.041,1544.875,150.5,2
0.449414,0.003729,0.005444,0.000644,61.1231,0.0033,1542.725,150.5,2
0.331683,0.002549,0.005075,0.000542,61.0922,0.0343,1541.175,149.7,2
0.279123,0.001439,0.004777,0.000554,60.7019,0.041,1540.025,149.7,2
0.22361,0.000835,0.004521,0.000421,60.8321,0.0378,1538.875,149,2
0.179477,0.000808,0.004271,0.000594,60.8134,0.0394,1537.5,149,2
0.153348,-0.000214,0.004078,0.000335,60.6771,0.049,1536.075,148.2,2
0.129414,-0.000836,0.003916,0.000277,60.8382,0.0394,1534.875,148.2,2
0.179412,-0.000824,0.003762,0.00025,60.5777,0.049,1532.9,147.6,2
0.388349,-0.000787,0.003649,0.000206,60.3301,0.0426,1533.225,147.6,2
0.957197,-0.000744,0.003724,0.000189,60.4974,0.0394,1530.85,146.8,2
1.669425,-0.00072,0.004185,0.00088,60.2744,0.1015,1529.275,146.8,2
2.701956,-0.000517,0.004818,0.010251,60.3859,0.984,1528.45,146.1,2
3.617846,0.001617,0.005435,0.027353,60.2496,1.7336,1529.525,146.1,2
4.583487,0.005288,0.005879,0.045398,60.4913,2.3191,1530.25,145.4,2
5.117012,0.008285,0.006181,0.059897,60.324,3.2225,1532.425,145.4,2
5.509061,0.011768,0.00641,0.06511,60.7388,3.0534,1534.375,144.7,2
5.671041,0.013716,0.006681,0.062876,60.8567,2.8144,1536.15,144.7,2
5.859233,0.014743,0.00698,0.05267,60.7019,2.0665,1539.175,144,2
6.065527,0.015194,0.007204,0.042277,60.6214,1.5841,1537.75,144,2
6.280225,0.015645,0.007319,0.052054,61.1044,2.7778,1539.725,143.3,2
6.277103,0.016048,0.007356,0.06025,61.0176,3.0538,1542.5,143.3,2
5.899525,0.016394,0.007397,0.063452,61.0734,3.0241,1544.25,142.8,2
5.353659,0.016601,0.007576,0.063677,61.2406,3.1982,1544.25,142.8,2
4.625794,0.016761,0.007966,0.049795,61.0549,1.779,1540.35,142.1,2
3.891696,0.016751,0.008316,0.028915,61.0238,1.0792,1542.45,142.1,2
3.023093,0.01651,0.008687,0.024245,60.9434,1.2904,1540.025,141.6,2
2.351175,0.015905,0.008803,0.018373,60.5161,0.82,1537.45,141.6,2
1.652227,0.015226,0.008612,0.008514,60.6708,0.271,1534.4,141.1,2
1.218907,0.012914,0.008177,0.003041,60.64,0.0705,1530.35,141.1,2
0.852183,0.00955,0.007577,0.001261,60.5038,0.041,1527.425,140.7,2
0.654071,0.007288,0.007004,0.000685,60.4169,0.0066,1524.55,140.7,2
0.470374,0.005519,0.006417,0.000535,60.1442,0,1521.425,140.3,2
0.352844,0.004685,0.005928,0.000385,60.4787,0,1518.15,140.3,2
0.276689,0.003237,0.005483,0.000356,60.1255,0,1515.075,139.7,2
0.2121,0.001443,0.005079,0.000377,59.7536,0,1512.175,139.7,2
0.190553,0.001421,0.004776,0.000396,59.859,0,1508.625,139.3,2
0.173189,0.001388,0.004512,0.000359,59.6855,0,1505.55,139.3,2
0.139594,0.001281,0.004269,0.000271,59.549,0,1502.5,138.8,2
0.124779,0.001193,0.004068,0.000203,59.3633,0,1498.85,138.8,2
0.151296,0.001138,0.003911,0.000157,59.0661,0,1495.1,138.3,2
0.338134,0.001053,0.003729,0.000123,59.1032,0,1492.625,138.3,2
0.935309,0.000881,0.003628,0.00008,58.9482,0,1489.625,137.7,2
1.759881,0.000781,0.003709,0.000077,58.6939,0,1486.45,137.7,2
2.83849,0.000652,0.004009,0.002884,58.4836,0.1658,1484.325,137.2,2
3.804652,0.000642,0.004416,0.039439,58.9295,2.903,1486.1,137.2,2
4.858729,0.002186,0.004872,0.074534,58.9235,3.3125,1488.425,136.7,2
5.719034,0.004773,0.005325,0.064991,58.8796,2.3105,1488.45,136.7,2
6.764573,0.007559,0.005683,0.05712,58.0496,2.2305,1488.775,136.2,2
7.768902,0.010852,0.00598,0.061887,59.0533,2.8633,1490.6,136.2,2
8.910143,0.01329,0.006178,0.076583,58.9111,3.495,1492.775,135.7,2
9.723289,0.014675,0.006298,0.122355,58.9669,4.502,1497.25,135.7,2
10.381469,0.014721,0.006337,0.182814,58.9605,5.179,1500.575,135.3,2
10.71622,0.014944,0.006358,0.178656,59.3447,4.5442,1503.425,135.3,2
10.964598,0.015072,0.006374,0.155401,59.4995,4.436,1506.425,134.8,2
11.048712,0.015086,0.006383,0.149011,60.0016,4.3872,1509.675,134.8,2
10.927117,0.01518,0.006403,0.152852,59.8404,4.5251,1513,134.2,2
10.567385,0.015134,0.006429,0.159397,59.9582,4.5755,1515.8,134.2,2
9.935532,0.014856,0.006491,0.168986,59.4498,4.8137,1518.875,133.7,2
9.432558,0.014676,0.006641,0.130461,60.2062,3.6555,1519.625,133.7,2
9.0272,0.014668,0.006752,0.081673,60.076,2.55,1520.925,133.3,2
8.822792,0.014723,0.006842,0.068801,59.9644,2.9649,1518.025,133.3,2
8.654483,0.014703,0.006928,0.074234,60.0512,3.5424,1517.525,132.9,2
8.518139,0.014812,0.006941,0.0727,59.9458,2.8945,1515.375,132.9,2
8.338321,0.015359,0.006959,0.081534,59.6358,3.7719,1513.325,132.7,2
8.185628,0.015491,0.007011,0.085051,59.5367,3.6476,1510.225,132.7,2
8.005628,0.015533,0.007037,0.069986,59.7848,2.534,1505.95,132.6,2
7.977129,0.015533,0.007054,0.06519,59.4748,2.8718,1502.875,132.6,2
8.240777,0.015571,0.00712,0.074333,59.3197,3.6162,1500.25,132.6,2
8.814386,0.015626,0.007168,0.068298,59.3011,2.6485,1495.7,132.6,2
9.791558,0.015626,0.007174,0.065441,59.072,2.7686,1492.925,132.6,2
10.759661,0.015647,0.007176,0.096237,58.9544,3.9966,1491.425,132.6,2
11.377559,0.015663,0.007204,0.166354,58.8987,4.8295,1491.825,132.6,2
11.394336,0.015675,0.007205,0.243094,59.1402,6.0959,1492.55,132.6,2
10.69126,0.015663,0.007133,0.271477,58.9729,5.9612,1493.25,132.6,2
9.850554,0.015693,0.007129,0.22592,58.9419,5.0595,1490.875,132.6,2
9.112308,0.015702,0.007278,0.127567,58.8367,2.9026,1487.4,132.5,2
8.554087,0.015682,0.007546,0.067969,58.5206,1.9102,1479.6,132.5,2
8.069965,0.01559,0.007696,0.05428,58.3409,1.517,1479.125,132.5,2
7.570254,0.015573,0.007669,0.103238,58.2046,4.5528,1475.8,132.5,2
6.895362,0.015627,0.007674,0.101347,58.124,3.013,1473.775,132.4,2
6.176655,0.015607,0.007782,0.07101,58.3844,2.8125,1468.6,132.4,2
5.822687,0.01556,0.008012,0.050483,58.0744,1.4711,1467.8,132.3,2
6.37074,0.015388,0.008327,0.032051,57.9504,1.13,1461.475,132.3,2
7.905871,0.015272,0.008862,0.025987,57.6714,1.181,1459.675,132,2
9.812956,0.015164,0.010433,0.036727,57.6281,1.2956,1458.75,132,2
11.321434,0.016821,0.011704,0.141301,57.7148,4.8563,1462.1,131.6,2
11.908634,0.023791,0.011717,0.263115,57.9691,8.5035,1471.375,131.6,2
11.909831,0.033119,0.010978,0.299269,58.0434,7.7821,1476.175,131.3,2
11.849806,0.039125,0.010214,0.22029,58.4402,4.7972,1477.1,131.3,2
12.133707,0.040448,0.009586,0.120641,58.2666,2.739,1476.2,130.9,2
12.491882,0.03742,0.00913,0.093467,58.4649,3.0373,1477.475,130.9,2
12.937871,0.032851,0.008731,0.16833,58.5082,5.5563,1482.25,130.5,2
13.390272,0.027722,0.008389,0.253803,58.9049,6.7735,1486.525,130.5,2
13.939034,0.024388,0.008233,0.245006,58.7746,5.4382,1490,130.2,2
14.422028,0.021789,0.008337,0.191647,59.2332,4.3115,1493.825,130.2,2
14.823966,0.021401,0.008381,0.222022,59.0164,5.9695,1499.925,129.7,2
15.161399,0.021267,0.008265,0.272599,59.4129,7.4061,1503.35,129.7,2
15.458046,0.021178,0.008133,0.279588,59.3446,5.5286,1507.25,129.1,2
15.761058,0.021122,0.008019,0.289187,59.357,5.9317,1511.975,129.1,2
15.903952,0.021014,0.007939,0.303356,59.952,6.1584,1515.175,128.9,2
16.050296,0.020276,0.007852,0.310661,60.1318,6.3565,1519.925,128.9,2
16.010633,0.018952,0.007829,0.314897,60.4418,6.322,1525.975,128.2,2
15.716088,0.017451,0.007845,0.315195,60.2805,6.2683,1532.625,128.2,2
15.054119,0.015999,0.007783,0.313905,60.6772,6.2744,1540.8,127.4,2
14.259499,0.01551,0.007767,0.308438,60.8939,6.3436,1549.75,127.4,2
13.423684,0.015479,0.007741,0.2493,61.4204,5.5354,1556.85,126.5,2
12.219491,0.015414,0.007743,0.167799,61.8419,3.5916,1566.125,126.5,2
